,Team,Player,ESPNID,GP,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,Overall_Pick,BLSV,ER,ERA,GS,HLD,IP,K,K/BB,L,SV,W,W%,WHIP,OPS_Weighted
418,,Scooter Gennett,31175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
419,,Craig Gentry,30267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
420,,Michael Gerber,33966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
421,,Chris Getz,29207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
422,,Jason Giambi,3226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
423,,Johnny Giavotella,31128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
424,,Conor Gillaspie,29263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
425,Moniebol,Andres Gimenez,37729.0,31.0,85.0,10.0,15.0,4.0,0.0,2.0,6.0,3.0,2.0,25.0,4.0,0.0,0.176,0.217,0.294,0.512,0.1,158.0,,,,,,,,,,,,,,43.52
426,,Chris Gimenez,29361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
427,,Hector Gimenez,28619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
428,,Caleb Gindl,30326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
429,,Troy Glaus,3902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
430,,Tyler Goeddel,34249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
431,,Ryan Goins,30636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
432,Ian Cumsler,Paul Goldschmidt,31027.0,110.0,425.0,59.0,114.0,18.0,1.0,18.0,63.0,41.0,2.0,101.0,7.0,0.0,0.268,0.333,0.442,0.776,2.6,47.0,,,,,,,,,,,,,,329.8
433,,Jonny Gomes,5860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
434,,Yan Gomes,32108.0,63.0,218.0,30.0,59.0,11.0,1.0,9.0,35.0,13.0,4.0,47.0,0.0,0.0,0.271,0.323,0.454,0.778,2.3,,,,,,,,,,,,,,,169.604
435,,Carlos Gomez,28762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
436,,Mauro Gomez,31550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
437,,Adrian Gonzalez,5405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
438,,Alex Gonzalez,3916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
439,,Alberto Gonzalez,28876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
440,,Carlos Gonzalez,28658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
441,,Erik Gonzalez,33018.0,71.0,220.0,17.0,51.0,7.0,1.0,2.0,21.0,8.0,0.0,40.0,2.0,2.0,0.232,0.258,0.3,0.558,-0.4,,,,,,,,,,,,,,,122.76
442,,Marwin Gonzalez,30327.0,75.0,234.0,24.0,47.0,14.0,0.0,2.0,18.0,18.0,8.0,68.0,3.0,2.0,0.201,0.28,0.286,0.566,-0.3,,,,,,,,,,,,,,,132.444
443,,Niko Goodrum,32524.0,63.0,205.0,28.0,45.0,5.0,1.0,6.0,18.0,20.0,3.0,83.0,12.0,4.0,0.22,0.296,0.341,0.637,0.0,,,,,,,,,,,,,,,130.585
444,,Brian Goodwin,32174.0,45.0,151.0,26.0,37.0,9.0,1.0,7.0,22.0,18.0,0.0,37.0,0.0,0.0,0.245,0.324,0.457,0.78,0.2,,,,,,,,,,,,,,,117.78
445,,Alex Gordon,28636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
446,,Dee Strange-Gordon,30726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
447,,Nick Gordon,33705.0,37.0,96.0,9.0,24.0,3.0,1.0,1.0,5.0,6.0,1.0,26.0,5.0,1.0,0.25,0.301,0.333,0.634,0.0,,,,,,,,,,,,,,,60.864000000000004
448,,Terrance Gore,33632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
449,,Tuffy Gosewisch,29669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
450,,Phil Gosselin,31222.0,65.0,189.0,19.0,52.0,9.0,0.0,3.0,28.0,14.0,2.0,44.0,0.0,1.0,0.275,0.33,0.37,0.7,-0.3,,,,,,,,,,,,,,,132.29999999999998
451,OGsecondHand,Lourdes Gurriel,36040.0,97.0,351.0,40.0,91.0,20.0,0.0,12.0,44.0,17.0,2.0,75.0,1.0,2.0,0.259,0.293,0.419,0.712,0.8,64.0,,,,,,,,,,,,,,249.91199999999998
452,BallSachs,Yulieski Gurriel,36006.0,99.0,361.0,54.0,117.0,24.0,0.0,12.0,66.0,41.0,4.0,45.0,1.0,1.0,0.324,0.388,0.49,0.879,3.0,151.0,,,,,,,,,,,,,,317.319
453,,Curtis Granderson,6125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
454,Moniebol,Yasmani Grandal,30950.0,63.0,181.0,42.0,34.0,3.0,0.0,14.0,38.0,60.0,1.0,64.0,0.0,0.0,0.188,0.388,0.436,0.824,1.7,105.0,,,,,,,,,,,,,,149.144
455,,Zack Granite,35560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
456,,Grant Green,30430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
457,,Tyler Greene,30027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
458,Yelich My Balls,Didi Gregorius,31376.0,60.0,220.0,24.0,47.0,8.0,2.0,10.0,34.0,12.0,5.0,44.0,3.0,0.0,0.214,0.266,0.405,0.67,-0.5,192.0,,,,,,,,,,,,,,147.4
459,,Grayson Greiner,33693.0,21.0,57.0,4.0,13.0,2.0,0.0,1.0,7.0,4.0,0.0,25.0,0.0,0.0,0.228,0.279,0.316,0.594,-0.3,,,,,,,,,,,,,,,33.858
460,,Randal Grichuk,31399.0,108.0,394.0,48.0,100.0,18.0,1.0,19.0,69.0,17.0,3.0,88.0,0.0,3.0,0.254,0.288,0.449,0.737,1.2,,,,,,,,,,,,,,,290.378
461,¯\_(ツ)_/¯,Trent Grisham,34995.0,85.0,301.0,41.0,78.0,16.0,3.0,12.0,47.0,39.0,5.0,79.0,9.0,3.0,0.259,0.353,0.452,0.804,2.9,77.0,,,,,,,,,,,,,,242.00400000000002
462,,Robbie Grossman,31385.0,109.0,382.0,60.0,89.0,14.0,3.0,17.0,52.0,72.0,6.0,105.0,13.0,4.0,0.233,0.358,0.419,0.777,2.5,,,,,,,,,,,,,,,296.814
463,,Alexander Guerrero,33096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
464,,Vladimir Guerrero,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
465,AGS,Vladimir Guerrero Jr.,35002.0,110.0,404.0,86.0,127.0,20.0,1.0,35.0,87.0,61.0,5.0,81.0,3.0,1.0,0.314,0.409,0.629,1.038,5.1,19.0,,,,,,,,,,,,,,419.35200000000003
466,,Carlos Guillen,3944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
467,,Jose Guillen,3592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
468,,Luis Guillorme,35149.0,56.0,116.0,13.0,34.0,3.0,0.0,1.0,4.0,22.0,0.0,17.0,0.0,2.0,0.293,0.406,0.345,0.751,0.7,,,,,,,,,,,,,,,87.116
469,,Franklin Gutierrez,6408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
470,,Kelvin Gutierrez,36994.0,38.0,135.0,9.0,29.0,4.0,2.0,1.0,8.0,6.0,1.0,31.0,0.0,1.0,0.215,0.254,0.296,0.55,-0.8,,,,,,,,,,,,,,,74.25
471,,Brandon Guyer,30708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
472,,Jesus Guzman,30108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
473,,Ronald Guzman,33241.0,7.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.063,0.118,0.25,0.368,-0.2,,,,,,,,,,,,,,,5.888
474,,Tony Gwynn,28516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
475,,Jedd Gyorko,31402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
476,,Eric Haase,33452.0,65.0,235.0,38.0,57.0,10.0,1.0,18.0,46.0,15.0,2.0,81.0,2.0,0.0,0.243,0.292,0.523,0.816,2.0,,,,,,,,,,,,,,,191.76
477,,Travis Hafner,4752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
478,,Sam Haggerty,38347.0,35.0,86.0,15.0,16.0,3.0,0.0,2.0,5.0,6.0,1.0,28.0,5.0,1.0,0.186,0.247,0.291,0.538,-0.2,,,,,,,,,,,,,,,46.268
479,,Jerry Hairston,3966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
480,,Scott Hairston,5401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
481,,Bill Hall,5311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
482,,Billy Hamilton,31042.0,57.0,106.0,19.0,24.0,8.0,2.0,2.0,11.0,3.0,0.0,38.0,8.0,0.0,0.226,0.245,0.396,0.642,0.7,,,,,,,,,,,,,,,68.052
483,,Josh Hamilton,4652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
484,,Garrett Hampson,39899.0,104.0,329.0,48.0,78.0,19.0,5.0,6.0,21.0,22.0,3.0,85.0,14.0,4.0,0.237,0.289,0.38,0.669,0.8,,,,,,,,,,,,,,,220.101
485,BallSachs,Mitch Haniger,32771.0,108.0,427.0,75.0,111.0,18.0,2.0,25.0,65.0,32.0,6.0,112.0,1.0,0.0,0.26,0.316,0.487,0.803,2.0,90.0,,,,,,,,,,,,,,342.88100000000003
486,,Ryan Hanigan,28899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
487,,Jack Hannahan,28468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
488,,Alen Hanson,32560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
489,Hold The Line,Ian Happ,34945.0,101.0,297.0,33.0,53.0,10.0,0.0,11.0,28.0,43.0,3.0,105.0,1.0,1.0,0.178,0.289,0.323,0.612,-0.3,133.0,,,,,,,,,,,,,,181.764
490,,J.J. Hardy,5908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
491,,Bryce Harper,30951.0,91.0,321.0,65.0,97.0,26.0,0.0,20.0,45.0,56.0,5.0,84.0,12.0,1.0,0.302,0.413,0.57,0.983,3.4,,,,,,,,,,,,,,,315.543
492,,Josh Harrison,30934.0,90.0,320.0,39.0,94.0,23.0,2.0,6.0,38.0,25.0,12.0,50.0,5.0,2.0,0.294,0.366,0.434,0.8,2.6,,,,,,,,,,,,,,,256.0
493,,Monte Harrison,33844.0,9.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.2,0.2,0.3,0.5,0.1,,,,,,,,,,,,,,,5.0
494,,Corey Hart,5973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
495,,Adam Haseley,41082.0,9.0,21.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.19,0.19,0.238,0.429,-0.3,,,,,,,,,,,,,,,9.009
496,,Alexander Hassan,30770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
497,,Brad Hawpe,5955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
498,BallSachs,Ke'Bryan Hayes,35020.0,59.0,216.0,26.0,54.0,13.0,1.0,5.0,23.0,22.0,1.0,53.0,2.0,1.0,0.25,0.321,0.389,0.71,1.4,127.0,,,,,,,,,,,,,,153.35999999999999
499,,Austin Hays,36928.0,80.0,297.0,46.0,72.0,16.0,2.0,12.0,41.0,18.0,4.0,62.0,2.0,0.0,0.242,0.294,0.431,0.725,1.5,,,,,,,,,,,,,,,215.325
500,,Jeremy Hazelbaker,30654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
501,,Chase Headley,28809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
502,,Ryon Healy,33970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
503,,Adeiny Hechavarria,31049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
504,,Austin Hedges,32168.0,56.0,178.0,18.0,32.0,1.0,0.0,5.0,18.0,8.0,1.0,63.0,0.0,0.0,0.18,0.217,0.27,0.487,-0.4,,,,,,,,,,,,,,,86.68599999999999
505,,Jonah Heim,33842.0,61.0,191.0,17.0,39.0,10.0,0.0,8.0,21.0,10.0,1.0,41.0,2.0,1.0,0.204,0.246,0.382,0.629,-0.3,,,,,,,,,,,,,,,120.139
506,,Scott Heineman,36363.0,19.0,30.0,5.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,15.0,0.0,0.0,0.1,0.206,0.3,0.506,-0.2,,,,,,,,,,,,,,,15.18
507,,Tyler Heineman,33142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
508,,Chris Heisey,30519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
509,,Todd Helton,3709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
510,,Guillermo Heredia,35050.0,84.0,251.0,37.0,59.0,24.0,0.0,4.0,22.0,24.0,6.0,67.0,0.0,0.0,0.235,0.316,0.378,0.694,-0.1,,,,,,,,,,,,,,,174.194
511,,Michael Hermosillo,36177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
512,,Cesar Hernandez,31130.0,96.0,376.0,60.0,87.0,17.0,2.0,18.0,47.0,38.0,4.0,90.0,0.0,0.0,0.231,0.307,0.431,0.738,1.1,,,,,,,,,,,,,,,277.488
513,Ian Cumsler,Enrique Hernandez,31358.0,97.0,364.0,55.0,90.0,25.0,3.0,15.0,43.0,38.0,7.0,81.0,1.0,0.0,0.247,0.327,0.456,0.783,3.5,218.0,,,,,,,,,,,,,,285.012
514,,Gorkys Hernandez,29550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
515,,Luis Hernandez,28823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
516,,Marco Hernandez,33431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
517,,Ramon Hernandez,4097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
518,Hold The Line,Teoscar Hernandez,33377.0,92.0,355.0,51.0,107.0,19.0,0.0,17.0,72.0,23.0,2.0,96.0,7.0,3.0,0.301,0.346,0.499,0.845,2.2,60.0,,,,,,,,,,,,,,299.97499999999997
519,,Dilson Herrera,33091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
520,,Elian Herrera,31165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
521,,Jonathan Herrera,29119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
522,,Odubel Herrera,32868.0,79.0,282.0,37.0,70.0,18.0,1.0,8.0,34.0,20.0,4.0,50.0,4.0,1.0,0.248,0.302,0.404,0.707,1.5,,,,,,,,,,,,,,,199.374
523,,Rosell Herrera,33103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
524,,Chris Herrmann,31998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
525,,John Hester,29788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
526,,Jason Heyward,29551.0,83.0,258.0,28.0,51.0,12.0,1.0,6.0,22.0,24.0,2.0,58.0,5.0,0.0,0.198,0.271,0.322,0.593,0.4,,,,,,,,,,,,,,,152.994
527,,Aaron Hicks,31253.0,32.0,108.0,13.0,21.0,3.0,0.0,4.0,14.0,14.0,2.0,30.0,0.0,0.0,0.194,0.294,0.333,0.627,-0.3,,,,,,,,,,,,,,,67.716
528,,Brandon Hicks,29552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
529,,John Hicks,32255.0,10.0,31.0,6.0,8.0,1.0,0.0,4.0,7.0,0.0,0.0,8.0,0.0,0.0,0.258,0.258,0.677,0.935,0.3,,,,,,,,,,,,,,,28.985000000000003
530,,Kyle Higashioka,30545.0,46.0,124.0,15.0,23.0,7.0,0.0,7.0,17.0,13.0,0.0,37.0,0.0,0.0,0.185,0.261,0.411,0.672,0.3,,,,,,,,,,,,,,,83.328
531,,Aaron Hill,6190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
532,,Sam Hilliard,35831.0,40.0,93.0,17.0,21.0,4.0,1.0,8.0,16.0,9.0,0.0,36.0,1.0,0.0,0.226,0.294,0.548,0.843,0.5,,,,,,,,,,,,,,,78.399
533,,Steven Hill,30474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
534,,Eric Hinske,4606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
535,AGS,Keston Hiura,39879.0,59.0,169.0,16.0,28.0,9.0,1.0,4.0,18.0,14.0,7.0,76.0,2.0,0.0,0.166,0.257,0.302,0.558,-0.9,43.0,,,,,,,,,,,,,,94.302
536,,Nico Hoerner,41219.0,39.0,134.0,13.0,42.0,10.0,0.0,0.0,14.0,15.0,2.0,23.0,3.0,2.0,0.313,0.388,0.388,0.776,1.3,,,,,,,,,,,,,,,103.98400000000001
537,,L.J. Hoes,32090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
538,,Bryan Holaday,31961.0,9.0,25.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,0.0,0.2,0.286,0.28,0.566,0.0,,,,,,,,,,,,,,,14.149999999999999
539,,Matt Holliday,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
540,,Brock Holt,30841.0,64.0,190.0,18.0,38.0,12.0,0.0,2.0,16.0,21.0,1.0,37.0,5.0,1.0,0.2,0.282,0.295,0.576,0.0,,,,,,,,,,,,,,,109.44
541,Midas Well,Rhys Hoskins,35291.0,104.0,381.0,61.0,93.0,29.0,0.0,24.0,68.0,46.0,5.0,108.0,3.0,2.0,0.244,0.332,0.509,0.841,1.9,106.0,,,,,,,,,,,,,,320.421
542,Ian Cumsler,Eric Hosmer,30993.0,104.0,359.0,40.0,100.0,14.0,0.0,10.0,52.0,32.0,4.0,63.0,5.0,3.0,0.279,0.343,0.401,0.745,0.9,170.0,,,,,,,,,,,,,,267.455
543,,Ryan Howard,6097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
544,,Jared Hoying,31217.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,,,,,,,,,,,,,,,0.0
